Time (s);Electrode;Attention;Meditation;Blink Strength;Sampling Rate
8.4433593750e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4453125000e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4472656250e+000;7.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4492187500e+000;6.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4511718750e+000;7.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4531250000e+000;9.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4550781250e+000;8.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4570312500e+000;7.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4589843750e+000;7.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4609375000e+000;8.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4628906250e+000;9.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4648437500e+000;9.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4667968750e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4687500000e+000;8.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4707031250e+000;9.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4726562500e+000;1.0600000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4746093750e+000;1.2100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4765625000e+000;1.4400000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4785156250e+000;1.3800000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4804687500e+000;1.0700000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4824218750e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4843750000e+000;9.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4863281250e+000;8.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4882812500e+000;5.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4902343750e+000;1.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4921875000e+000;0.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4941406250e+000;1.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4960937500e+000;5.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.4980468750e+000;8.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5000000000e+000;7.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5019531250e+000;5.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5039062500e+000;4.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5058593750e+000;3.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5078125000e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5097656250e+000;5.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5117187500e+000;6.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5136718750e+000;6.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5156250000e+000;5.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5175781250e+000;3.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5195312500e+000;1.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5214843750e+000;1.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5234375000e+000;2.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5253906250e+000;2.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5273437500e+000;2.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5292968750e+000;3.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5312500000e+000;7.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5332031250e+000;1.0800000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5351562500e+000;1.0300000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5371093750e+000;8.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5390625000e+000;5.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5410156250e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5429687500e+000;2.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5449218750e+000;1.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5468750000e+000;3.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5488281250e+000;5.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5507812500e+000;8.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5527343750e+000;1.1500000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5546875000e+000;1.1300000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5566406250e+000;9.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5585937500e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5605468750e+000;5.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5625000000e+000;2.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5644531250e+000;3.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5664062500e+000;4.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5683593750e+000;7.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5703125000e+000;1.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5722656250e+000;2.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5742187500e+000;3.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5761718750e+000;5.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5781250000e+000;7.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5800781250e+000;6.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5820312500e+000;2.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5839843750e+000;-1.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5859375000e+000;8.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5878906250e+000;5.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5898437500e+000;5.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5917968750e+000;-1.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5937500000e+000;5.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5957031250e+000;1.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5976562500e+000;7.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.5996093750e+000;1.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6015625000e+000;1.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6035156250e+000;-7.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6054687500e+000;-9.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6074218750e+000;3.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6093750000e+000;2.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6113281250e+000;5.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6132812500e+000;9.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6152343750e+000;1.2200000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6171875000e+000;9.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6191406250e+000;3.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6210937500e+000;4.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6230468750e+000;3.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6250000000e+000;9.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6269531250e+000;1.3200000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6289062500e+000;1.1200000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6308593750e+000;5.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6328125000e+000;2.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6347656250e+000;2.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6367187500e+000;3.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6386718750e+000;4.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6406250000e+000;5.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6425781250e+000;4.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6445312500e+000;1.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6464843750e+000;1.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6484375000e+000;4.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6503906250e+000;5.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6523437500e+000;6.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6542968750e+000;8.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6562500000e+000;7.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6582031250e+000;2.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6601562500e+000;-4.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6621093750e+000;3.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6640625000e+000;7.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6660156250e+000;-1.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6679687500e+000;-1.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6699218750e+000;-1.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6718750000e+000;-1.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6738281250e+000;2.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6757812500e+000;3.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6777343750e+000;5.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6796875000e+000;5.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6816406250e+000;8.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6835937500e+000;1.0000000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6855468750e+000;7.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6875000000e+000;5.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6894531250e+000;3.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6914062500e+000;3.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6933593750e+000;5.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6953125000e+000;5.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6972656250e+000;4.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.6992187500e+000;3.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7011718750e+000;2.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7031250000e+000;1.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7050781250e+000;-2.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7070312500e+000;-4.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7089843750e+000;-5.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7109375000e+000;3.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7128906250e+000;3.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7148437500e+000;1.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7167968750e+000;-2.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7187500000e+000;-4.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7207031250e+000;-2.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7226562500e+000;3.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7246093750e+000;6.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7265625000e+000;7.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7285156250e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7304687500e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7324218750e+000;7.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7343750000e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7363281250e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7382812500e+000;7.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7402343750e+000;8.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7421875000e+000;1.2100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7441406250e+000;1.3300000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7460937500e+000;1.1200000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7480468750e+000;1.0000000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7500000000e+000;1.2100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7519531250e+000;1.4900000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7539062500e+000;1.6100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7558593750e+000;1.5100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7578125000e+000;1.1600000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7597656250e+000;8.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7617187500e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7636718750e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7656250000e+000;6.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7675781250e+000;1.0800000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7695312500e+000;1.6400000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7714843750e+000;1.7300000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7734375000e+000;1.4700000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7753906250e+000;1.0300000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7773437500e+000;9.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7792968750e+000;1.2900000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7812500000e+000;1.6800000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7832031250e+000;1.6600000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7851562500e+000;1.5100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7871093750e+000;1.3900000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7890625000e+000;1.0500000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7910156250e+000;5.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7929687500e+000;3.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7949218750e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7968750000e+000;5.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.7988281250e+000;7.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8007812500e+000;1.0500000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8027343750e+000;1.0700000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8046875000e+000;1.0400000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8066406250e+000;1.1300000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8085937500e+000;1.1900000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8105468750e+000;1.3100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8125000000e+000;1.4100000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8144531250e+000;1.3000000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8164062500e+000;1.0600000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8183593750e+000;1.0200000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8203125000e+000;1.2800000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8222656250e+000;1.6200000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8242187500e+000;8.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8261718750e+000;3.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8281250000e+000;1.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8300781250e+000;6.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8320312500e+000;2.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8339843750e+000;6.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8359375000e+000;9.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8378906250e+000;9.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8398437500e+000;8.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8417968750e+000;7.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8437500000e+000;3.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8457031250e+000;1.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8476562500e+000;4.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8496093750e+000;2.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8515625000e+000;1.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8535156250e+000;2.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8554687500e+000;3.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8574218750e+000;3.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8593750000e+000;4.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8613281250e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8632812500e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8652343750e+000;5.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8671875000e+000;5.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8691406250e+000;1.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8710937500e+000;-1.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8730468750e+000;1.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8750000000e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8769531250e+000;4.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8789062500e+000;6.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8808593750e+000;1.0400000000e+002;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8828125000e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8847656250e+000;6.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8867187500e+000;6.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8886718750e+000;7.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8906250000e+000;5.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8925781250e+000;5.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8945312500e+000;7.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8964843750e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.8984375000e+000;6.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9003906250e+000;5.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9023437500e+000;4.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9042968750e+000;4.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9062500000e+000;4.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9082031250e+000;7.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9101562500e+000;9.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9121093750e+000;9.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9140625000e+000;6.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9160156250e+000;2.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9179687500e+000;6.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9199218750e+000;2.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9218750000e+000;4.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9238281250e+000;3.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9257812500e+000;2.6000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9277343750e+000;2.9000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9296875000e+000;2.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9316406250e+000;5.0000000000e+000;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9335937500e+000;1.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9355468750e+000;5.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9375000000e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9394531250e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9414062500e+000;8.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9433593750e+000;8.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9453125000e+000;7.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9472656250e+000;6.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9492187500e+000;8.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9511718750e+000;8.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9531250000e+000;7.1000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9550781250e+000;7.5000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9570312500e+000;9.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9589843750e+000;8.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9609375000e+000;7.0000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9628906250e+000;5.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9648437500e+000;5.2000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9667968750e+000;3.8000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9687500000e+000;3.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9707031250e+000;4.4000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9726562500e+000;5.7000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
8.9746093750e+000;7.3000000000e+001;4.4000000000e+001;6.3000000000e+001;0.0000000000e+000;
