Time (s);Electrode;Attention;Meditation;Delta;Theta;Low Alpha;High Alpha;Low Beta;High Beta;Low Gamma;Mid Gamma;Blink Strength;Sampling Rate
5.4121093750e+000;-5.2000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4140625000e+000;-4.9000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4160156250e+000;-3.7000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4179687500e+000;-2.1000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4199218750e+000;0.0000000000e+000;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4218750000e+000;3.7000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4238281250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4257812500e+000;3.8000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4277343750e+000;3.2000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4296875000e+000;6.7000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4316406250e+000;1.1300000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4335937500e+000;1.3700000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4355468750e+000;1.4800000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4375000000e+000;1.4800000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4394531250e+000;1.3800000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4414062500e+000;1.2200000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4433593750e+000;1.0500000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4453125000e+000;1.0600000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4472656250e+000;1.1300000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4492187500e+000;1.1500000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4511718750e+000;1.1300000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4531250000e+000;1.0500000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4550781250e+000;1.0700000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4570312500e+000;1.0100000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4589843750e+000;9.7000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4609375000e+000;1.1400000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4628906250e+000;1.3800000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4648437500e+000;1.4500000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4667968750e+000;1.4800000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4687500000e+000;1.5500000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4707031250e+000;1.3900000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4726562500e+000;8.9000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4746093750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4765625000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4785156250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4804687500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4824218750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4843750000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4863281250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4882812500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4902343750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4921875000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4941406250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4960937500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.4980468750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5000000000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5019531250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5039062500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5058593750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5078125000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5097656250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5117187500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5136718750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5156250000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5175781250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5195312500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5214843750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5234375000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5253906250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5273437500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5292968750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5312500000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5332031250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5351562500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5371093750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5390625000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5410156250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5429687500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5449218750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5468750000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5488281250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5507812500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5527343750e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5546875000e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5566406250e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5585937500e+000;5.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5605468750e+000;4.8000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5625000000e+000;2.3000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5644531250e+000;-7.0000000000e+000;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5664062500e+000;-4.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5683593750e+000;-7.8000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5703125000e+000;-8.7000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5722656250e+000;-7.5000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5742187500e+000;-5.2000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5761718750e+000;-2.7000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5781250000e+000;-2.3000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5800781250e+000;-3.3000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5820312500e+000;-2.9000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5839843750e+000;-1.8000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5859375000e+000;-1.0000000000e+000;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5878906250e+000;2.5000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5898437500e+000;6.0000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5917968750e+000;9.1000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5937500000e+000;1.2000000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5957031250e+000;1.3900000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5976562500e+000;1.3500000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.5996093750e+000;1.1600000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6015625000e+000;1.0700000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6035156250e+000;1.0700000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6054687500e+000;1.0100000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6074218750e+000;8.9000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6093750000e+000;1.0700000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6113281250e+000;1.3200000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6132812500e+000;1.1900000000e+002;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6152343750e+000;9.2000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
5.6171875000e+000;8.6000000000e+001;6.3000000000e+001;4.8000000000e+001;1.5928920000e+006;4.9754000000e+004;1.1429000000e+004;2.0617000000e+004;5.5031000000e+004;2.8143000000e+004;3.2410000000e+003;9.3300000000e+002;0.0000000000e+000;
